horizon_h,features,model,test_n,accuracy,balanced_accuracy,macro_f1,weighted_f1
24,MERRA2_weather_time,majority_baseline,2023,0.5106277805239743,0.3333333333333333,0.22534904013961607,0.3452084406291004
24,MERRA2_weather_time,balanced_logistic,2023,0.3771626297577855,0.46690428490897834,0.37162978574776434,0.33786352239445366
24,MERRA2_weather_time,random_forest_balanced,2023,0.28670291646070195,0.3633126267717337,0.20020723397072163,0.17571577858925638
24,MERRA2_weather_time,extra_trees_balanced,2023,0.3262481463173505,0.3961919526852474,0.26660865141858286,0.2510067224791261
24,MERRA2_weather_time,hist_gradient_boost,2023,0.29312901631240734,0.3843654020939959,0.2873758960860992,0.234135907639611
24,station_weather_time,majority_baseline,2023,0.5106277805239743,0.3333333333333333,0.22534904013961607,0.3452084406291004
24,station_weather_time,balanced_logistic,2023,0.2565496786950074,0.3527602707751612,0.19005258794644722,0.14424958580845304
24,station_weather_time,random_forest_balanced,2023,0.25111220958971825,0.3333333333333333,0.13380745423416304,0.10080205647694734
24,station_weather_time,extra_trees_balanced,2023,0.25111220958971825,0.3333333333333333,0.13380745423416304,0.10080205647694734
24,station_weather_time,hist_gradient_boost,2023,0.25111220958971825,0.3333333333333333,0.13380745423416304,0.10080205647694734
24,combined_weather_time,majority_baseline,2023,0.5106277805239743,0.3333333333333333,0.22534904013961607,0.3452084406291004
24,combined_weather_time,balanced_logistic,2023,0.34157192288680177,0.45646999818968875,0.3371872230356365,0.2668010508279112
24,combined_weather_time,random_forest_balanced,2023,0.3292140385565991,0.39731951481044087,0.2721749331528572,0.25903203613990844
24,combined_weather_time,extra_trees_balanced,2023,0.33267424616905583,0.3916902860571148,0.2609652597364117,0.26182058977528355
24,combined_weather_time,hist_gradient_boost,2023,0.2975778546712803,0.38260850615606506,0.28654064876373037,0.24022835250704425
48,MERRA2_weather_time,majority_baseline,2017,0.5121467526028756,0.3333333333333333,0.22579234972677595,0.3469164560254232
48,MERRA2_weather_time,balanced_logistic,2017,0.32870599900842834,0.4363132880183483,0.2919779097734591,0.2284661314541214
48,MERRA2_weather_time,random_forest_balanced,2017,0.3331680713931582,0.40665050250368867,0.278820683317798,0.26131797218603714
48,MERRA2_weather_time,extra_trees_balanced,2017,0.28755577590480913,0.37214053785273976,0.2185274735215124,0.18256471113709516
48,MERRA2_weather_time,hist_gradient_boost,2017,0.35002478929102626,0.45564378997728544,0.3091797841254567,0.25285666629184894
48,station_weather_time,majority_baseline,2017,0.5121467526028756,0.3333333333333333,0.22579234972677595,0.3469164560254232
48,station_weather_time,balanced_logistic,2017,0.2597917699553793,0.360467169040462,0.19259322768777495,0.14044703173042428
48,station_weather_time,random_forest_balanced,2017,0.24888448190381754,0.3333333333333333,0.1328569538176525,0.09919810235467758
48,station_weather_time,extra_trees_balanced,2017,0.24888448190381754,0.3333333333333333,0.1328569538176525,0.09919810235467758
48,station_weather_time,hist_gradient_boost,2017,0.24888448190381754,0.3333333333333333,0.1328569538176525,0.09919810235467758
48,combined_weather_time,majority_baseline,2017,0.5121467526028756,0.3333333333333333,0.22579234972677595,0.3469164560254232
48,combined_weather_time,balanced_logistic,2017,0.34605850272682204,0.4585526922475098,0.3149927049377148,0.24822491115531495
48,combined_weather_time,random_forest_balanced,2017,0.3009419930589985,0.37342035723165057,0.22610960421213436,0.20965619548584166
48,combined_weather_time,extra_trees_balanced,2017,0.29449677739216656,0.3751826113900473,0.22619663229113987,0.19666858136308565
48,combined_weather_time,hist_gradient_boost,2017,0.34705007436787305,0.4473816476204469,0.3055420605357266,0.25526851173195514
